LocationID,ApogeeID,MathodID,Classified,Bin%
210,4590,2M00012717+0128193,MV,3,0.13122587570476582
211,4264,2M00012719+5541081,MV,3,0.042030055280570765
212,4591,2M00012742+6434029,MV,3,0.004702399116708715
213,5045,2M00012747+6138291,MV,3,0.004004024754668184
214,4120,2M00012806+7114563,MV,3,0.9333121389815401
215,4264,2M00012833+5644528,MV,3,0.005376498530478449
216,4590,2M00012835+0005101,MV,3,0.06560882190069249
217,4120,2M00012854+7021553,MV,3,0.008842397719045249
218,4264,2M00012860+5725373,MV,3,0.004431528788444319
219,5046,2M00012907+7419114,MV,3,0.004592540923992868
220,4120,2M00012984+7052497,MV,3,0.013344779232328944
221,4287,2M00013117+7549068,MV,3,0.003883548703095184
222,5045,2M00013169+6137180,MV,3,0.003739308280995465
223,4590,2M00013219+0016012,MV,3,0.9403250836791962
224,4264,2M00013226+5719237,MV,3,0.003926675183280903
225,4590,2M00013263+0040118,MV,3,0.2025775309322864
226,4287,2M00013313+7537342,MV,3,0.006039746262214419
227,4264,2M00013362+5549387,MV,3,0.0037036273497748017
228,4548,2M00013385+1532433,MV,3,0.005788775789203775
229,4424,2M00013391+5904490,MV,3,0.012006871156799522
230,4264,2M00013487+5556502,MV,3,0.03331814713753853
231,4287,2M00013504+7453321,MV,3,0.005357956650390499
232,4590,2M00013563+0026413,MV,3,0.0162861517070608
233,4264,2M00013568+5638516,MV,3,0.004394217017020272
234,4120,2M00013573+7028223,MV,3,0.005870262706498728
235,4120,2M00013634+7034083,MV,3,0.006344404888698464
236,4590,2M00013638+0014094,MV,3,0.0037449060069031648
237,4590,2M00013817+0017293,MV,3,0.9312021800594384
238,4591,2M00013817+6357049,MV,3,0.0037101334578128736
239,4287,2M00013841+7347591,MV,3,0.013772312191809922
240,4287,2M00013842+7350554,MV,3,0.0132689737238665
241,5045,2M00013855+6157581,MV,3,0.02514138095481985
242,4287,2M00013865+7442397,MV,3,0.004088642388613126
243,4264,2M00013867+5602597,MV,3,0.005604695080990069
244,5045,2M00014085+6150240,MV,3,0.003992609615198831
245,4120,2M00014119+7028388,MV,3,0.005627865415647034
246,4120,2M00014129+7104283,MV,3,0.006752542374850931
247,4590,2M00014161+0143570,MV,3,0.010847815802115126
248,4548,2M00014230+1702419,MV,3,0.005418454970850428
249,4591,2M00014233+6345133,MV,3,0.0040267136305343
250,4590,2M00014275+0141074,MV,3,0.003798363707626574
251,4120,2M00014424+7011477,MV,3,0.0041123738599135855
252,4590,2M00014487-0001080,MV,3,0.005284602545089772
253,4424,2M00014495+5754551,MV,3,0.0061386444452575725
254,4287,2M00014645+7450384,MV,3,0.0059639602261862225
255,4120,2M00014650+7009328,MV,3,0.009500859740434112
256,4590,2M00014750+0049175,MV,3,0.06753218456742198
257,5045,2M00014778+6119082,MV,3,0.005182185888351494
258,4548,2M00014858+1603222,MV,3,0.004073779588536299
259,4264,2M00014937+5708063,MV,3,0.003891560519437813
260,5045,2M00014955+6127356,MV,3,0.00382691562824241
261,4590,2M00014973+0030263,MV,3,0.968216069910726
262,5045,2M00014986+6117091,MV,3,0.009508040987154092
263,5047,2M00014989+8003031,MV,3,0.01313274987035061
264,5046,2M00015007+7323169,MV,3,0.004652833425193465
265,4590,2M00015091+0131134,MV,3,0.0075039764262494315
266,4548,2M00015093+1526161,MV,3,0.11169513213005816
267,4548,2M00015102+1650371,MV,3,0.8460096472651841
268,4287,2M00015205+7315215,MV,3,0.0049235004779754074
269,4424,2M00015243+5930120,MV,3,0.009878999058273623
270,4548,2M00015250+1551269,MV,3,0.29504411854960744
271,4264,2M00015271+5559366,MV,3,0.00392912916853099
272,4264,2M00015324+5634361,MV,3,0.02275025457488033
273,4590,2M00015342+0114481,MV,3,0.011122385264341431
274,4591,2M00015350+6459174,MV,3,0.004697348921896996
275,4264,2M00015524+5536322,MV,3,0.0037215962485275906
276,4120,2M00015591+6949468,MV,3,0.009980158375834791
277,4590,2M00015592+0027057,MV,3,0.3826203295715294
278,4424,2M00015741+5918131,MV,3,0.004917443030985518
279,4287,2M00015747+7336048,MV,3,0.003558640598724489
280,5046,2M00015812+7425157,MV,3,0.004506398875252397
281,4548,2M00015855+1719569,MV,3,0.013622707111949644
282,4548,2M00015887+1639429,MV,3,0.7019305893978943
283,4590,2M00015905+0052119,MV,3,0.009864443631412563
284,4264,2M00015923+5551011,MV,3,0.004168448054253541
285,4287,2M00015949+7416589,MV,3,0.006355978991599436
286,4548,2M00015950+1632062,MV,3,0.035669249276853186
287,4548,2M00015966+1627449,MV,3,0.2084274763274164
288,4424,2M00020080+5817510,MV,3,0.005257055462901476
289,5045,2M00020308+6234023,MV,3,0.08024741099262482
290,4287,2M00020346+7513405,MV,3,0.0037349892859660384
291,4264,2M00020371+5645019,MV,3,0.005069668214746328
292,4548,2M00020489+1502157,MV,3,0.006085666961671586
293,4424,2M00020505+5855219,MV,3,0.009655660254567464
294,5047,2M00020526+8013092,MV,3,0.015587538890516481
295,4591,2M00020564+6417239,MV,3,0.004290897987636531
296,4120,2M00020621+7023353,MV,3,0.004818401296869853
297,4120,2M00020621+7125569,MV,3,0.003797497711734628
298,4590,2M00020641+0132282,MV,3,0.004043233219845329
299,4590,2M00020648+0024553,MV,3,0.11162907493289002
300,5046,2M00020691+7348458,MV,3,0.004076905689307239
301,4287,2M00020714+7326184,MV,3,0.005342051422388913
302,4264,2M00020908+5643507,MV,3,0.004051489460712496
303,4120,2M00020921+7129389,MV,3,0.011520891580660848
304,4120,2M00020928+7017209,MV,3,0.004104466881535125
305,4590,2M00020962+0055374,MV,3,0.06260668409767274
306,4548,2M00020972+1612294,MV,3,0.02261440300508573
307,4548,2M00020976+1601393,MV,3,0.029446252974146693
308,4590,2M00021049-0001175,MV,3,0.2422056716088607
309,4120,2M00021071+7057213,MV,3,0.0046193722321398595
310,4548,2M00021129+1709406,MV,3,0.003847642285499068
311,4591,2M00021134+6327509,MV,3,0.005591186965112911
312,4120,2M00021141+7026536,MV,3,0.0038167054475409306
313,4287,2M00021175+7341483,MV,3,0.9351843416882888
314,5047,2M00021286+8018200,MV,3,0.00467038375973352
315,5046,2M00021313+7315409,MV,3,0.004015798907473725
316,4591,2M00021337+6446212,MV,3,0.004061370513658657
317,4590,2M00021353+0043137,MV,3,0.0035703931579601595
318,4264,2M00021363+5557476,MV,3,0.3390762404068793
319,4548,2M00021397+1446191,MV,3,0.7885690133552161
320,4424,2M00021424+5709578,MV,3,0.006109738419350563
321,4264,2M00021586+5619187,MV,3,0.005244271884417975
322,4287,2M00021674+7434406,MV,3,0.0044673125311986564
323,4264,2M00021687+5709243,MV,3,0.005362206384458297
324,5045,2M00021761+6235254,MV,3,0.004668718896049632
325,4120,2M00021763+7009028,MV,3,0.0038760849984760992
326,4287,2M00021824+7515204,MV,3,0.06759128817721295
327,4264,2M00021854+5556036,MV,3,0.004761233158945872
328,5047,2M00021924+8042277,MV,3,0.02381176584129617
329,4548,2M00021937+1545415,MV,3,0.005181076300210068
330,4287,2M00021957+7539130,MV,3,0.004398972496102843
331,5045,2M00021973+6159021,MV,3,0.015733678607250282
332,4287,2M00022079+7313426,MV,3,0.003909641914715237
333,4590,2M00022256+0113360,MV,3,0.005228741905403983
334,5045,2M00022269+6254032,MV,3,0.06257019186060643
335,4424,2M00022314+5933161,MV,3,0.003818337729518736
336,4548,2M00022321+1534066,MV,3,0.004273640007686061
337,4424,2M00022337+5840231,MV,3,0.0043552669818841825
338,4591,2M00022337+6459378,MV,3,0.004083279743954968
339,4548,2M00022364+1558539,MV,3,0.02897456044212075
340,4590,2M00022381+0105509,MV,3,0.004956129865330568
341,4548,2M00022406+1625382,MV,3,0.007040375360651525
342,4264,2M00022423+5710235,MV,3,0.004034479781675536
343,4548,2M00022429+1654504,MV,3,0.0038737652615911202
344,4120,2M00022453+7046515,MV,3,0.005559837928035096
345,4590,2M00022557+0126203,MV,3,0.39630767497237
346,5045,2M00022592+6232088,MV,3,0.007325278306187689
347,4264,2M00022599+5622580,MV,3,0.006704952603621262
348,4264,2M00022602+5542350,MV,3,0.004266168003590019
349,4120,2M00022618+7041228,MV,3,0.006418393677277955
350,4287,2M00022658+7456394,MV,3,0.4781155691912594
351,4591,2M00022661+6411431,MV,3,0.0043300972837396505
352,5046,2M00022672+7503493,MV,3,0.005207351554253141
353,4264,2M00022717+5610460,MV,3,0.004215829080782632
354,4264,2M00022797+5655571,MV,3,0.00997148699378765
355,4424,2M00022826+5836430,MV,3,0.003801083153465407
356,4120,2M00022830+7009129,MV,3,0.004575236041341822
357,4287,2M00022873+7408165,MV,3,0.4775966415890353
358,4591,2M00022881+6408024,MV,3,0.003970010024388254
359,5045,2M00022920+6152385,MV,3,0.013651261046765516
360,4591,2M00022947+6222085,MV,3,0.005617099085487112
361,4590,2M00022993+0134524,MV,3,0.11180142093996942
362,5067,2M00023036+8524194,MV,3,0.9321172803884752
363,4590,2M00023050+0011288,MV,3,0.003852948336655443
364,5046,2M00023067+7358420,MV,3,0.004613570683591542
365,4120,2M00023168+7113488,MV,3,0.5747694801325657
366,4548,2M00023179+1521164,MV,3,0.9569962511056488
367,4548,2M00023198+1643527,MV,3,0.4334576835611279
368,4424,2M00023285+5843100,MV,3,0.00584114132100755
369,4591,2M00023382+6219219,MV,3,0.00520651014707755
370,4424,2M00023383+5733064,MV,3,0.0047235598071557975
371,4287,2M00023392+7448138,MV,3,0.004014625118029655
372,4591,2M00023432+6429578,MV,3,0.003569062640726931
373,4264,2M00023476+5559432,MV,3,0.004394305726559585
374,4548,2M00023492+1512081,MV,3,0.4423550845934971
375,4548,2M00023519+1627563,MV,3,0.5470490824285003
376,4548,2M00023641+1620513,MV,3,0.055979495444792624
377,4590,2M00023747-0010572,MV,3,0.9503167926546384
378,5047,2M00023786+8116279,MV,3,0.0036964792283134774
379,4548,2M00023809+1630383,MV,3,0.1230248456258403
380,4548,2M00023816+1714249,MV,3,0.8598755849971057
381,4120,2M00023939+7109185,MV,3,0.014018655426042996
382,5045,2M00024004+6215211,MV,3,0.0051677250139695674
383,4591,2M00024017+6232059,MV,3,0.0039215354470048605
384,5045,2M00024044+6122463,MV,3,0.006805039267930223
385,4591,2M00024073+6354560,MV,3,0.4659850087758295
386,4590,2M00024092+0200009,MV,3,0.008871444866530857
387,4120,2M00024134+7043183,MV,3,0.0050097798355834226
388,4264,2M00024197+5600300,MV,3,0.004050151239137931
389,5045,2M00024208+6140305,MV,3,0.00410219644789537
390,4590,2M00024255+0103562,MV,3,0.005764047825291146
391,4548,2M00024260+1550263,MV,3,0.003963628464673911
392,4548,2M00024286+1516102,MV,3,0.5010453255717696
393,4424,2M00024298+5748303,MV,3,0.012526023458592741
394,4287,2M00024353+7346340,MV,3,0.004933368900340722
395,4264,2M00024379+5645339,MV,3,0.01807379956567377
396,4287,2M00024402+7520295,MV,3,0.005894160111417589
397,4264,2M00024415+5539587,MV,3,0.003941869397745275
398,4120,2M00024444+7058017,MV,3,0.004087104059419657
399,5047,2M00024447+8028538,MV,3,0.0039288122908428535
400,5045,2M00024499+6220076,MV,3,0.013788092066104264
401,4264,2M00024516+5635133,MV,3,0.08367916657550435
402,4120,2M00024517+7123048,MV,3,0.003852640245304712
403,4287,2M00024579+7352118,MV,3,0.00375722903283631
404,4590,2M00024590+0138054,MV,3,0.004175862327658577
405,4590,2M00024633+0053189,MV,3,0.1940855162321886
406,4590,2M00024650+0132068,MV,3,0.6341516736854027
407,4548,2M00024671+1605384,MV,3,0.010892826169232848
408,4287,2M00024691+7358204,MV,3,0.0043108699024533344
409,4264,2M00024718+5703158,MV,3,0.004051351069134951
410,4548,2M00024740+1708049,MV,3,0.0040208330293769745
411,5046,2M00024867+7331440,MV,3,0.004226881362078053
412,4590,2M00024876-0018006,MV,3,0.9439041672278756
413,5046,2M00024915+7329158,MV,3,0.0045021289160413255
414,4264,2M00024931+5709106,MV,3,0.02359987509698212
415,4287,2M00024941+7317135,MV,3,0.0038737522245132477
416,4591,2M00025002+6312420,MV,3,0.019866813672648517
417,4264,2M00025024+5601368,MV,3,0.0059027686040734745
418,4264,2M00025048+5711383,MV,3,0.6175815750251022
419,5046,2M00025086+7404135,MV,3,0.004957086972396156
420,4590,2M00025103+0113389,MV,3,0.06538994224205216
421,5046,2M00025112+7507341,MV,3,0.0038192295863734593
422,4120,2M00025123+7008129,MV,3,0.03876166591154167
423,4424,2M00025231+5841372,MV,3,0.01437674720006895
424,4548,2M00025279+1459270,MV,3,0.04066494287469258
425,4548,2M00025331+1642008,MV,3,0.003997729853770354
426,4287,2M00025429+7417327,MV,3,0.00404859491935763
427,4264,2M00025489+5648212,MV,3,0.09889526451232868
428,4120,2M00025558+7034422,MV,3,0.0041429636540763455
429,4424,2M00025587+5849278,MV,3,0.004029725140129522
430,4590,2M00025595+0156088,MV,3,0.058902168652065476
431,4120,2M00025606+7014169,MV,3,0.010409546299943891
432,4264,2M00025656+5705503,MV,3,0.10638014264838318
433,4264,2M00025700+5627131,MV,3,0.005328453876504294
434,4591,2M00025808+6441392,MV,3,0.004295615814456126
435,4264,2M00025811+5700252,MV,3,0.004720549619596076
436,5046,2M00025871+7457449,MV,3,0.004450624857819108
437,4591,2M00025957+6422275,MV,3,0.003706358424782417
438,4590,2M00025988+0148410,MV,3,0.9238288201150096
439,4548,2M00030037+1655455,MV,3,0.7096179386342593
440,4548,2M00030052+1531422,MV,3,0.4890639714191837
441,5052,2M00030115+6835129,MV,3,0.004697824726971771
442,4287,2M00030161+7419300,MV,3,0.004469463279548953
443,4264,2M00030238+5647188,MV,3,0.004956349872924718
444,4264,2M00030367+5713109,MV,3,0.003931316588547149
445,4120,2M00030375+7126304,MV,3,0.6695343095185076
446,5046,2M00030454+7352376,MV,3,0.004495001669303637
447,4287,2M00030525+7408461,MV,3,0.02767727528812015
448,4287,2M00030563+7331031,MV,3,0.0046655951103809065
449,4590,2M00030626+0133171,MV,3,0.8267485740227092
450,4590,2M00030654-0000402,MV,3,0.9583720495062658
451,4264,2M00030662+5701238,MV,3,0.004037054816673579
452,4590,2M00030663+0131478,MV,3,0.005997559564856896
453,5052,2M00030675+6836022,MV,3,0.02988997562596912
454,4591,2M00030676+6232058,MV,3,0.006858920309487287
455,5046,2M00030702+7541182,MV,3,0.004370190346248861
456,4120,2M00030771+6941220,MV,3,0.05840022940640621
457,4120,2M00030843+7005326,MV,3,0.003821786271360244
458,4590,2M00030930+0110025,MV,3,0.8073511559785009
459,4590,2M00030995+0103586,MV,3,0.11285071100628336
460,5052,2M00031025+6829509,MV,3,0.00653934005793384
461,5052,2M00031044+6840086,MV,3,0.020001234782812582
462,4591,2M00031070+6221346,MV,3,0.0045800758482469894
463,4264,2M00031110+5612131,MV,3,0.005181135871545821
464,4548,2M00031138+1610475,MV,3,0.019728852228060947
465,4591,2M00031176+6230199,MV,3,0.0037215962485275906
466,4548,2M00031193+1636284,MV,3,0.003706358424782417
467,4424,2M00031206+5743182,MV,3,0.004053577127625203
468,4120,2M00031233+7034403,MV,3,0.7930891782398498
469,5046,2M00031236+7427424,MV,3,0.0038721376808801187
470,4590,2M00031264-0003471,MV,3,0.12008935848028247
471,4548,2M00031283+1604348,MV,3,0.003877701383503473
472,5045,2M00031311+6131182,MV,3,0.009724653029764429
473,4287,2M00031319+7526169,MV,3,0.004711835893597546
474,4424,2M00031356+5733589,MV,3,0.005581904557247078
475,5046,2M00031362+7317135,MV,3,0.0051336601305195005
476,4590,2M00031403+0114258,MV,3,0.0040358302104264825
